FIPStxt,State,Area_Name,POP_ESTIMATE_2023
28145,MS,Union County,"28,284"
28147,MS,Walthall County,"13,863"
28149,MS,Warren County,"42,298"
28151,MS,Washington County,"41,946"
28153,MS,Wayne County,"19,703"
28155,MS,Webster County,"9,988"
28157,MS,Wilkinson County,"8,058"
28159,MS,Winston County,"17,416"
28161,MS,Yalobusha County,"12,386"
28163,MS,Yazoo County,"25,796"
29000,MO,Missouri,"6,196,156"
29001,MO,Adair County,"25,122"
29003,MO,Andrew County,"18,127"
29005,MO,Atchison County,"5,107"
29007,MO,Audrain County,"24,394"
29009,MO,Barry County,"35,265"
29011,MO,Barton County,"11,731"
29013,MO,Bates County,"16,242"
29015,MO,Benton County,"20,552"
29017,MO,Bollinger County,"10,544"
29019,MO,Boone County,"189,463"
29021,MO,Buchanan County,"82,956"
29023,MO,Butler County,"41,948"
29025,MO,Caldwell County,"8,955"
29027,MO,Callaway County,"44,731"
29029,MO,Camden County,"44,044"
29031,MO,Cape Girardeau County,"82,984"
29033,MO,Carroll County,"8,391"
29035,MO,Carter County,"5,303"
29037,MO,Cass County,"111,732"
29039,MO,Cedar County,"14,672"
29041,MO,Chariton County,"7,399"
29043,MO,Christian County,"94,422"
29045,MO,Clark County,"6,641"
29047,MO,Clay County,"259,772"
29049,MO,Clinton County,"21,548"
29051,MO,Cole County,"77,278"
29053,MO,Cooper County,"16,947"
29055,MO,Crawford County,"22,719"
29057,MO,Dade County,"7,716"
29059,MO,Dallas County,"17,768"
29061,MO,Daviess County,"8,551"
29063,MO,DeKalb County,"9,899"
29065,MO,Dent County,"14,647"
29067,MO,Douglas County,"12,228"
29069,MO,Dunklin County,"27,032"
29071,MO,Franklin County,"106,404"
29073,MO,Gasconade County,"14,705"
29075,MO,Gentry County,"6,287"
29077,MO,Greene County,"304,611"
29079,MO,Grundy County,"9,815"
29081,MO,Harrison County,"8,220"
29083,MO,Henry County,"22,485"
29085,MO,Hickory County,"8,718"
29087,MO,Holt County,"4,248"
29089,MO,Howard County,"10,101"
29091,MO,Howell County,"40,735"
29093,MO,Iron County,"9,440"
29095,MO,Jackson County,"718,560"
29097,MO,Jasper County,"125,056"
29099,MO,Jefferson County,"231,230"
29101,MO,Johnson County,"54,962"
29103,MO,Knox County,"3,723"
29105,MO,Laclede County,"36,680"
29107,MO,Lafayette County,"33,196"
29109,MO,Lawrence County,"38,872"
29111,MO,Lewis County,"9,818"
29113,MO,Lincoln County,"64,699"
29115,MO,Linn County,"11,791"
29117,MO,Livingston County,"14,557"
29119,MO,McDonald County,"23,903"
29121,MO,Macon County,"15,161"
29123,MO,Madison County,"12,698"
29125,MO,Maries County,"8,430"
29127,MO,Marion County,"28,336"
29129,MO,Mercer County,"3,469"
29131,MO,Miller County,"25,590"
29133,MO,Mississippi County,"11,822"
29135,MO,Moniteau County,"15,256"
29137,MO,Monroe County,"8,698"
29139,MO,Montgomery County,"11,459"
29141,MO,Morgan County,"21,970"
29143,MO,New Madrid County,"15,424"
29145,MO,Newton County,"60,677"
29147,MO,Nodaway County,"20,695"
29149,MO,Oregon County,"8,720"
29151,MO,Osage County,"13,468"
29153,MO,Ozark County,"8,970"
29155,MO,Pemiscot County,"14,613"
29157,MO,Perry County,"18,950"
29159,MO,Pettis County,"43,530"
29161,MO,Phelps County,"45,284"
29163,MO,Pike County,"17,935"
29165,MO,Platte County,"111,940"
29167,MO,Polk County,"32,780"
29169,MO,Pulaski County,"53,812"
29171,MO,Putnam County,"4,638"
29173,MO,Ralls County,"10,489"
29175,MO,Randolph County,"24,109"
29177,MO,Ray County,"23,182"
29179,MO,Reynolds County,"5,950"
29181,MO,Ripley County,"10,806"
29183,MO,St. Charles County,"416,659"
29185,MO,St. Clair County,"9,752"
29186,MO,Ste. Genevieve County,"18,642"
29187,MO,St. Francois County,"67,058"
29189,MO,St. Louis County,"987,059"
29195,MO,Saline County,"23,049"
29197,MO,Schuyler County,"4,053"
29199,MO,Scotland County,"4,676"
29201,MO,Scott County,"37,889"
29203,MO,Shannon County,"7,238"
29205,MO,Shelby County,"5,931"
29207,MO,Stoddard County,"28,397"
29209,MO,Stone County,"32,658"
29211,MO,Sullivan County,"5,797"
29213,MO,Taney County,"56,775"
29215,MO,Texas County,"25,619"
29217,MO,Vernon County,"19,710"
29219,MO,Warren County,"37,806"
29221,MO,Washington County,"23,534"
29223,MO,Wayne County,"10,811"
29225,MO,Webster County,"41,472"
29227,MO,Worth County,"1,907"
29229,MO,Wright County,"19,403"
29510,MO,St. Louis city,"281,754"
30000,MT,Montana,"1,132,812"
30001,MT,Beaverhead County,"9,885"
30003,MT,Big Horn County,"12,751"
30005,MT,Blaine County,"6,899"
30007,MT,Broadwater County,"8,032"
30009,MT,Carbon County,"11,419"
30011,MT,Carter County,"1,418"
30013,MT,Cascade County,"84,900"
30015,MT,Chouteau County,"5,847"
30017,MT,Custer County,"11,985"
30019,MT,Daniels County,"1,633"
30021,MT,Dawson County,"8,810"
30023,MT,Deer Lodge County,"9,673"
30025,MT,Fallon County,"2,994"
30027,MT,Fergus County,"11,772"
30029,MT,Flathead County,"113,679"
30031,MT,Gallatin County,"126,409"
30033,MT,Garfield County,"1,211"
30035,MT,Glacier County,"13,609"
30037,MT,Golden Valley County,835
30039,MT,Granite County,"3,595"
30041,MT,Hill County,"16,276"
30043,MT,Jefferson County,"13,048"
30045,MT,Judith Basin County,"2,093"
30047,MT,Lake County,"33,338"
30049,MT,Lewis and Clark County,"75,011"
30051,MT,Liberty County,"1,974"
30053,MT,Lincoln County,"21,895"
30055,MT,McCone County,"1,676"
30057,MT,Madison County,"9,521"
30059,MT,Meagher County,"2,071"
30061,MT,Mineral County,"5,090"
30063,MT,Missoula County,"121,849"
30065,MT,Musselshell County,"5,308"
30067,MT,Park County,"17,903"
30069,MT,Petroleum County,554
30071,MT,Phillips County,"4,249"
30073,MT,Pondera County,"6,125"
30075,MT,Powder River County,"1,743"
30077,MT,Powell County,"7,133"
30079,MT,Prairie County,"1,112"
30081,MT,Ravalli County,"47,738"
30083,MT,Richland County,"11,173"
30085,MT,Roosevelt County,"10,319"
30087,MT,Rosebud County,"8,160"
30089,MT,Sanders County,"13,684"
30091,MT,Sheridan County,"3,498"
30093,MT,Silver Bow County,"36,360"
30095,MT,Stillwater County,"9,173"
30097,MT,Sweet Grass County,"3,763"
30099,MT,Teton County,"6,430"
30101,MT,Toole County,"5,133"
30103,MT,Treasure County,772
30105,MT,Valley County,"7,474"
30107,MT,Wheatland County,"2,057"
30109,MT,Wibaux County,910
30111,MT,Yellowstone County,"170,843"
31000,NE,Nebraska,"1,978,379"
31001,NE,Adams County,"30,899"
31003,NE,Antelope County,"6,302"
31005,NE,Arthur County,412
31007,NE,Banner County,674
31009,NE,Blaine County,436
31011,NE,Boone County,"5,310"
31013,NE,Box Butte County,"10,692"
31015,NE,Boyd County,"1,725"
31017,NE,Brown County,"2,853"
31019,NE,Buffalo County,"50,697"
31021,NE,Burt County,"6,727"
31023,NE,Butler County,"8,459"
31025,NE,Cass County,"27,446"
31027,NE,Cedar County,"8,262"
31029,NE,Chase County,"3,724"
31031,NE,Cherry County,"5,492"
31033,NE,Cheyenne County,"9,541"
31035,NE,Clay County,"6,116"
31037,NE,Colfax County,"10,566"
31039,NE,Cuming County,"8,918"
31041,NE,Custer County,"10,581"
31043,NE,Dakota County,"21,268"
31045,NE,Dawes County,"8,133"
31047,NE,Dawson County,"24,085"
31049,NE,Deuel County,"1,871"
31051,NE,Dixon County,"5,491"
31053,NE,Dodge County,"37,187"
31055,NE,Douglas County,"589,540"
31057,NE,Dundy County,"1,561"
31059,NE,Fillmore County,"5,548"
31061,NE,Franklin County,"2,825"
31063,NE,Frontier County,"2,585"
31065,NE,Furnas County,"4,556"
31067,NE,Gage County,"21,634"
31069,NE,Garden County,"1,794"
31071,NE,Garfield County,"1,763"
31073,NE,Gosper County,"1,847"
31075,NE,Grant County,565
31077,NE,Greeley County,"2,219"
31079,NE,Hall County,"62,197"
31081,NE,Hamilton County,"9,537"
31083,NE,Harlan County,"3,045"
31085,NE,Hayes County,846
31087,NE,Hitchcock County,"2,552"
31089,NE,Holt County,"10,093"
31091,NE,Hooker County,679
31093,NE,Howard County,"6,527"
31095,NE,Jefferson County,"7,054"
31097,NE,Johnson County,"5,198"
31099,NE,Kearney County,"6,770"
31101,NE,Keith County,"8,113"
31103,NE,Keya Paha County,805
31105,NE,Kimball County,"3,289"
31107,NE,Knox County,"8,298"
31109,NE,Lancaster County,"326,716"
31111,NE,Lincoln County,"33,365"
31113,NE,Logan County,655
31115,NE,Loup County,592
31117,NE,McPherson County,383
31119,NE,Madison County,"35,627"
31121,NE,Merrick County,"7,755"
31123,NE,Morrill County,"4,504"
31125,NE,Nance County,"3,274"
31127,NE,Nemaha County,"7,076"
31129,NE,Nuckolls County,"4,095"
31131,NE,Otoe County,"16,335"
31133,NE,Pawnee County,"2,512"
31135,NE,Perkins County,"2,795"
31137,NE,Phelps County,"9,057"
31139,NE,Pierce County,"7,299"
31141,NE,Platte County,"34,609"
31143,NE,Polk County,"5,228"
31145,NE,Red Willow County,"10,457"
31147,NE,Richardson County,"7,689"
31149,NE,Rock County,"1,271"
31151,NE,Saline County,"14,555"
31153,NE,Sarpy County,"199,886"
31155,NE,Saunders County,"23,463"
31157,NE,Scotts Bluff County,"35,699"
31159,NE,Seward County,"17,671"
31161,NE,Sheridan County,"4,928"
31163,NE,Sherman County,"2,983"
31165,NE,Sioux County,"1,154"
31167,NE,Stanton County,"5,856"
31169,NE,Thayer County,"4,829"
31171,NE,Thomas County,677
31173,NE,Thurston County,"6,557"
31175,NE,Valley County,"4,012"
31177,NE,Washington County,"21,152"
31179,NE,Wayne County,"9,874"
31181,NE,Webster County,"3,351"
31183,NE,Wheeler County,775
31185,NE,York County,"14,356"
32000,NV,Nevada,"3,194,176"
32001,NV,Churchill County,"25,803"
32003,NV,Clark County,"2,336,573"
32005,NV,Douglas County,"49,545"
32007,NV,Elko County,"54,293"
32009,NV,Esmeralda County,736
32011,NV,Eureka County,"1,917"
32013,NV,Humboldt County,"17,136"
32015,NV,Lander County,"5,769"
32017,NV,Lincoln County,"4,452"
32019,NV,Lyon County,"62,583"
32021,NV,Mineral County,"4,528"
32023,NV,Nye County,"55,720"
32027,NV,Pershing County,"6,364"
32029,NV,Storey County,"4,177"
32031,NV,Washoe County,"498,022"
32033,NV,White Pine County,"8,522"
32510,NV,Carson City,"58,036"
33000,NH,New Hampshire,"1,402,054"
33001,NH,Belknap County,"65,027"
33003,NH,Carroll County,"52,448"
33005,NH,Cheshire County,"77,703"
33007,NH,Coos County,"31,372"
33009,NH,Grafton County,"93,146"
33011,NH,Hillsborough County,"427,354"
33013,NH,Merrimack County,"157,103"
33015,NH,Rockingham County,"320,689"
33017,NH,Strafford County,"133,243"
33019,NH,Sullivan County,"43,969"
34000,NJ,New Jersey,"9,290,841"
34001,NJ,Atlantic County,"275,213"
34003,NJ,Bergen County,"957,736"
34005,NJ,Burlington County,"469,167"
34007,NJ,Camden County,"527,196"
34009,NJ,Cape May County,"94,610"
34011,NJ,Cumberland County,"152,326"
34013,NJ,Essex County,"851,117"
34015,NJ,Gloucester County,"308,423"
34017,NJ,Hudson County,"705,472"
34019,NJ,Hunterdon County,"130,183"
34021,NJ,Mercer County,"381,671"
34023,NJ,Middlesex County,"863,623"
34025,NJ,Monmouth County,"642,799"
34027,NJ,Morris County,"514,423"
34029,NJ,Ocean County,"659,197"
34031,NJ,Passaic County,"513,395"
34033,NJ,Salem County,"65,338"
34035,NJ,Somerset County,"348,842"
34037,NJ,Sussex County,"146,132"
34039,NJ,Union County,"572,726"
34041,NJ,Warren County,"111,252"
35000,NM,New Mexico,"2,114,371"
35001,NM,Bernalillo County,"671,586"
35003,NM,Catron County,"3,825"
35005,NM,Chaves County,"63,561"
35006,NM,Cibola County,"26,780"
35007,NM,Colfax County,"12,255"
35009,NM,Curry County,"47,222"
35011,NM,De Baca County,"1,657"
35013,NM,Do�a Ana County,"225,210"
35015,NM,Eddy County,"60,275"
35017,NM,Grant County,"27,472"
35019,NM,Guadalupe County,"4,292"
35021,NM,Harding County,624
35023,NM,Hidalgo County,"3,965"
35025,NM,Lea County,"72,101"
35027,NM,Lincoln County,"20,029"
35028,NM,Los Alamos County,"19,444"
35029,NM,Luna County,"25,316"
35031,NM,McKinley County,"68,797"
35033,NM,Mora County,"4,123"
35035,NM,Otero County,"68,835"
35037,NM,Quay County,"8,510"
35039,NM,Rio Arriba County,"39,876"
35041,NM,Roosevelt County,"18,787"
35043,NM,Sandoval County,"155,936"
35045,NM,San Juan County,"120,675"
35047,NM,San Miguel County,"26,668"
35049,NM,Santa Fe County,"155,956"
35051,NM,Sierra County,"11,488"
35053,NM,Socorro County,"15,963"
35055,NM,Taos County,"34,405"
35057,NM,Torrance County,"15,633"
35059,NM,Union County,"3,964"
35061,NM,Valencia County,"79,141"
36000,NY,New York,"19,571,216"
36001,NY,Albany County,"316,659"
36003,NY,Allegany County,"46,651"
36005,NY,Bronx County,"1,356,476"
36007,NY,Broome County,"196,077"
36009,NY,Cattaraugus County,"75,600"
36011,NY,Cayuga County,"74,485"
36013,NY,Chautauqua County,"124,891"
36015,NY,Chemung County,"81,325"
36017,NY,Chenango County,"45,920"
36019,NY,Clinton County,"78,115"
36021,NY,Columbia County,"60,470"
36023,NY,Cortland County,"45,752"
36025,NY,Delaware County,"44,410"
36027,NY,Dutchess County,"297,150"
36029,NY,Erie County,"946,147"
36031,NY,Essex County,"36,775"
36033,NY,Franklin County,"46,502"
36035,NY,Fulton County,"52,234"
36037,NY,Genesee County,"57,529"
36039,NY,Greene County,"47,062"
36041,NY,Hamilton County,"5,082"
36043,NY,Herkimer County,"59,484"
36045,NY,Jefferson County,"114,787"
36047,NY,Kings County,"2,561,225"
36049,NY,Lewis County,"26,548"
36051,NY,Livingston County,"61,158"
36053,NY,Madison County,"66,921"
36055,NY,Monroe County,"748,482"
36057,NY,Montgomery County,"49,368"
36059,NY,Nassau County,"1,381,715"
36061,NY,New York County,"1,597,451"
36063,NY,Niagara County,"209,457"
36065,NY,Oneida County,"227,555"
36067,NY,Onondaga County,"467,873"
36069,NY,Ontario County,"112,494"
36071,NY,Orange County,"407,470"
36073,NY,Orleans County,"39,124"
36075,NY,Oswego County,"118,162"
36077,NY,Otsego County,"60,126"
36079,NY,Putnam County,"98,060"
36081,NY,Queens County,"2,252,196"
36083,NY,Rensselaer County,"159,305"
36085,NY,Richmond County,"490,687"
36087,NY,Rockland County,"340,807"
36089,NY,St. Lawrence County,"106,940"
36091,NY,Saratoga County,"238,711"
36093,NY,Schenectady County,"159,902"
36095,NY,Schoharie County,"30,105"
36097,NY,Schuyler County,"17,507"
36099,NY,Seneca County,"32,349"
36101,NY,Steuben County,"92,162"
36103,NY,Suffolk County,"1,523,170"
36105,NY,Sullivan County,"79,920"
36107,NY,Tioga County,"47,715"
36109,NY,Tompkins County,"103,558"
36111,NY,Ulster County,"182,333"
36113,NY,Warren County,"65,380"
36115,NY,Washington County,"60,047"
36117,NY,Wayne County,"90,829"
36119,NY,Westchester County,"990,817"
36121,NY,Wyoming County,"39,532"
36123,NY,Yates County,"24,472"
37000,NC,North Carolina,"10,835,491"
37001,NC,Alamance County,"179,165"
37003,NC,Alexander County,"36,473"
37005,NC,Alleghany County,"11,342"
37007,NC,Anson County,"21,897"
37009,NC,Ashe County,"27,063"
37011,NC,Avery County,"17,561"
37013,NC,Beaufort County,"44,481"
37015,NC,Bertie County,"16,922"
37017,NC,Bladen County,"29,484"
37019,NC,Brunswick County,"159,964"
37021,NC,Buncombe County,"275,901"
37023,NC,Burke County,"88,338"
37025,NC,Cabarrus County,"240,016"
37027,NC,Caldwell County,"80,574"
37029,NC,Camden County,"11,137"
37031,NC,Carteret County,"69,615"
37033,NC,Caswell County,"22,807"
37035,NC,Catawba County,"164,645"
37037,NC,Chatham County,"81,624"
37039,NC,Cherokee County,"29,959"
37041,NC,Chowan County,"13,891"
37043,NC,Clay County,"11,864"
37045,NC,Cleveland County,"101,378"
37047,NC,Columbus County,"50,121"
37049,NC,Craven County,"102,391"
37051,NC,Cumberland County,"337,890"
37053,NC,Currituck County,"31,593"
37055,NC,Dare County,"38,110"
37057,NC,Davidson County,"174,804"
37059,NC,Davie County,"44,599"
37061,NC,Duplin County,"49,520"
37063,NC,Durham County,"336,892"
37065,NC,Edgecombe County,"48,832"
37067,NC,Forsyth County,"392,921"
37069,NC,Franklin County,"77,001"
37071,NC,Gaston County,"237,242"
37073,NC,Gates County,"10,343"
37075,NC,Graham County,"8,052"
37077,NC,Granville County,"62,192"
37079,NC,Greene County,"20,530"
37081,NC,Guilford County,"549,866"
37083,NC,Halifax County,"47,298"
37085,NC,Harnett County,"141,477"
37087,NC,Haywood County,"62,969"
37089,NC,Henderson County,"119,230"
37091,NC,Hertford County,"19,453"
37093,NC,Hoke County,"54,446"
37095,NC,Hyde County,"4,607"
37097,NC,Iredell County,"199,710"
37099,NC,Jackson County,"44,574"
37101,NC,Johnston County,"241,955"
37103,NC,Jones County,"9,401"
37105,NC,Lee County,"67,059"
37107,NC,Lenoir County,"54,895"
37109,NC,Lincoln County,"95,675"
37111,NC,McDowell County,"44,893"
37113,NC,Macon County,"38,412"
37115,NC,Madison County,"22,071"
37117,NC,Martin County,"21,447"
37119,NC,Mecklenburg County,"1,163,701"
37121,NC,Mitchell County,"14,999"
37123,NC,Montgomery County,"26,085"
37125,NC,Moore County,"106,898"
37127,NC,Nash County,"96,551"
37129,NC,New Hanover County,"238,852"
37131,NC,Northampton County,"16,715"
37133,NC,Onslow County,"213,676"
37135,NC,Orange County,"150,626"
37137,NC,Pamlico County,"12,423"
37139,NC,Pasquotank County,"41,444"
37141,NC,Pender County,"68,521"
37143,NC,Perquimans County,"13,377"
37145,NC,Person County,"39,737"
37147,NC,Pitt County,"175,119"
37149,NC,Polk County,"20,060"
37151,NC,Randolph County,"147,458"
37153,NC,Richmond County,"42,324"
37155,NC,Robeson County,"117,365"
37157,NC,Rockingham County,"92,518"
37159,NC,Rowan County,"151,661"
37161,NC,Rutherford County,"65,507"
37163,NC,Sampson County,"59,601"
37165,NC,Scotland County,"34,376"
37167,NC,Stanly County,"65,699"
37169,NC,Stokes County,"45,532"
37171,NC,Surry County,"71,462"
37173,NC,Swain County,"13,916"
37175,NC,Transylvania County,"33,549"
37177,NC,Tyrrell County,"3,461"
37179,NC,Union County,"256,452"
37181,NC,Vance County,"42,301"
37183,NC,Wake County,"1,190,275"
37185,NC,Warren County,"18,836"
37187,NC,Washington County,"10,713"
37189,NC,Watauga County,"54,748"
37191,NC,Wayne County,"118,686"
37193,NC,Wilkes County,"66,013"
37195,NC,Wilson County,"78,970"
37197,NC,Yadkin County,"37,774"
37199,NC,Yancey County,"18,938"
38000,ND,North Dakota,"783,926"
38001,ND,Adams County,"2,163"
38003,ND,Barnes County,"10,726"
38005,ND,Benson County,"5,745"
38007,ND,Billings County,"1,034"
38009,ND,Bottineau County,"6,349"
38011,ND,Bowman County,"2,867"
38013,ND,Burke County,"2,134"
38015,ND,Burleigh County,"100,012"
38017,ND,Cass County,"196,362"
38019,ND,Cavalier County,"3,596"
38021,ND,Dickey County,"4,900"
38023,ND,Divide County,"2,135"
38025,ND,Dunn County,"4,019"
38027,ND,Eddy County,"2,263"
38029,ND,Emmons County,"3,224"
38031,ND,Foster County,"3,309"
38033,ND,Golden Valley County,"1,743"
38035,ND,Grand Forks County,"72,708"
38037,ND,Grant County,"2,215"
38039,ND,Griggs County,"2,248"
38041,ND,Hettinger County,"2,415"
38043,ND,Kidder County,"2,342"
38045,ND,LaMoure County,"4,096"
38047,ND,Logan County,"1,869"
38049,ND,McHenry County,"5,131"
38051,ND,McIntosh County,"2,488"
38053,ND,McKenzie County,"14,252"
38055,ND,McLean County,"9,832"
38057,ND,Mercer County,"8,309"
38059,ND,Morton County,"33,895"
38061,ND,Mountrail County,"9,383"
38063,ND,Nelson County,"2,991"
38065,ND,Oliver County,"1,879"
38067,ND,Pembina County,"6,661"
38069,ND,Pierce County,"3,902"
38071,ND,Ramsey County,"11,463"
38073,ND,Ransom County,"5,603"
38075,ND,Renville County,"2,279"
38077,ND,Richland County,"16,558"
38079,ND,Rolette County,"11,728"
38081,ND,Sargent County,"3,776"
38083,ND,Sheridan County,"1,266"
38085,ND,Sioux County,"3,643"
38087,ND,Slope County,674
38089,ND,Stark County,"33,001"
38091,ND,Steele County,"1,782"
38093,ND,Stutsman County,"21,392"
38095,ND,Towner County,"2,030"
38097,ND,Traill County,"7,908"
38099,ND,Walsh County,"10,305"
38101,ND,Ward County,"68,332"
38103,ND,Wells County,"3,876"
38105,ND,Williams County,"39,113"
39000,OH,Ohio,"11,785,935"
39001,OH,Adams County,"27,521"
39003,OH,Allen County,"100,838"
39005,OH,Ashland County,"52,190"
39007,OH,Ashtabula County,"96,845"
39009,OH,Athens County,"62,706"
39011,OH,Auglaize County,"46,050"
39013,OH,Belmont County,"64,918"
39015,OH,Brown County,"43,777"
39017,OH,Butler County,"393,043"
39019,OH,Carroll County,"26,758"
39021,OH,Champaign County,"38,845"
39023,OH,Clark County,"134,610"
39025,OH,Clermont County,"211,972"
39027,OH,Clinton County,"41,938"
39029,OH,Columbiana County,"100,182"
39031,OH,Coshocton County,"36,869"
39033,OH,Crawford County,"41,529"
39035,OH,Cuyahoga County,"1,233,088"
39037,OH,Darke County,"51,415"
39039,OH,Defiance County,"38,315"
39041,OH,Delaware County,"231,636"
39043,OH,Erie County,"74,035"
39045,OH,Fairfield County,"165,360"
39047,OH,Fayette County,"28,817"
39049,OH,Franklin County,"1,326,063"
39051,OH,Fulton County,"42,007"
39053,OH,Gallia County,"28,986"
39055,OH,Geauga County,"95,407"
39057,OH,Greene County,"169,691"
39059,OH,Guernsey County,"38,089"
39061,OH,Hamilton County,"827,058"
39063,OH,Hancock County,"74,704"
39065,OH,Hardin County,"30,368"
39067,OH,Harrison County,"14,159"
39069,OH,Henry County,"27,520"
39071,OH,Highland County,"43,614"
39073,OH,Hocking County,"27,540"
39075,OH,Holmes County,"44,386"
39077,OH,Huron County,"58,199"
39079,OH,Jackson County,"32,606"
39081,OH,Jefferson County,"64,026"
39083,OH,Knox County,"63,320"
39085,OH,Lake County,"231,640"
39087,OH,Lawrence County,"56,118"
39089,OH,Licking County,"183,201"
39091,OH,Logan County,"46,057"
39093,OH,Lorain County,"317,910"
39095,OH,Lucas County,"425,484"
39097,OH,Madison County,"44,602"
39099,OH,Mahoning County,"225,596"
39101,OH,Marion County,"64,851"
39103,OH,Medina County,"184,042"
39105,OH,Meigs County,"21,767"
39107,OH,Mercer County,"42,439"
39109,OH,Miami County,"110,876"
39111,OH,Monroe County,"13,153"
39113,OH,Montgomery County,"533,796"
39115,OH,Morgan County,"13,646"
39117,OH,Morrow County,"35,595"
39119,OH,Muskingum County,"86,305"
39121,OH,Noble County,"14,311"
39123,OH,Ottawa County,"39,803"
39125,OH,Paulding County,"18,706"
39127,OH,Perry County,"35,551"
39129,OH,Pickaway County,"61,086"
39131,OH,Pike County,"27,001"
39133,OH,Portage County,"162,665"
39135,OH,Preble County,"40,556"
39137,OH,Putnam County,"34,199"
39139,OH,Richland County,"125,064"
39141,OH,Ross County,"76,501"
39143,OH,Sandusky County,"58,709"
39145,OH,Scioto County,"71,969"
39147,OH,Seneca County,"54,527"
39149,OH,Shelby County,"47,765"
39151,OH,Stark County,"372,716"
39153,OH,Summit County,"535,733"
39155,OH,Trumbull County,"200,373"
39157,OH,Tuscarawas County,"91,874"
39159,OH,Union County,"69,637"
39161,OH,Van Wert County,"28,704"
39163,OH,Vinton County,"12,474"
39165,OH,Warren County,"252,148"
39167,OH,Washington County,"58,577"
39169,OH,Wayne County,"116,510"
39171,OH,Williams County,"36,591"
39173,OH,Wood County,"132,650"
39175,OH,Wyandot County,"21,457"
40000,OK,Oklahoma,"4,053,824"
40001,OK,Adair County,"19,627"
40003,OK,Alfalfa County,"5,673"
40005,OK,Atoka County,"14,525"
40007,OK,Beaver County,"5,018"
40009,OK,Beckham County,"22,042"
40011,OK,Blaine County,"8,539"
40013,OK,Bryan County,"48,967"
40015,OK,Caddo County,"26,214"
40017,OK,Canadian County,"175,829"
40019,OK,Carter County,"48,596"
40021,OK,Cherokee County,"48,185"
40023,OK,Choctaw County,"14,276"
40025,OK,Cimarron County,"2,191"
40027,OK,Cleveland County,"301,193"
40029,OK,Coal County,"5,266"
40031,OK,Comanche County,"121,574"
40033,OK,Cotton County,"5,427"
40035,OK,Craig County,"14,494"
40037,OK,Creek County,"73,332"
40039,OK,Custer County,"28,266"
40041,OK,Delaware County,"41,703"
40043,OK,Dewey County,"4,286"
40045,OK,Ellis County,"3,648"
40047,OK,Garfield County,"62,023"
40049,OK,Garvin County,"25,865"
40051,OK,Grady County,"57,375"
40053,OK,Grant County,"4,083"
40055,OK,Greer County,"5,466"
40057,OK,Harmon County,"2,392"
40059,OK,Harper County,"3,190"
40061,OK,Haskell County,"11,832"
40063,OK,Hughes County,"13,436"
40065,OK,Jackson County,"24,669"
40067,OK,Jefferson County,"5,347"
40069,OK,Johnston County,"10,216"
40071,OK,Kay County,"43,641"
40073,OK,Kingfisher County,"15,481"
40075,OK,Kiowa County,"8,398"
40077,OK,Latimer County,"9,526"
40079,OK,Le Flore County,"49,596"
40081,OK,Lincoln County,"34,562"
40083,OK,Logan County,"53,029"
40085,OK,Love County,"10,296"
40087,OK,McClain County,"47,072"
40089,OK,McCurtain County,"30,660"
40091,OK,McIntosh County,"19,603"
40093,OK,Major County,"7,581"
40095,OK,Marshall County,"15,970"
40097,OK,Mayes County,"39,889"
40099,OK,Murray County,"13,754"
40101,OK,Muskogee County,"66,677"
40103,OK,Noble County,"10,832"
40105,OK,Nowata County,"9,438"
40107,OK,Okfuskee County,"11,300"
40109,OK,Oklahoma County,"808,866"
40111,OK,Okmulgee County,"37,035"
40113,OK,Osage County,"46,130"
40115,OK,Ottawa County,"30,287"
40117,OK,Pawnee County,"15,864"
40119,OK,Payne County,"83,352"
40121,OK,Pittsburg County,"43,479"
40123,OK,Pontotoc County,"38,396"
40125,OK,Pottawatomie County,"73,791"
40127,OK,Pushmataha County,"10,800"
40129,OK,Roger Mills County,"3,295"
40131,OK,Rogers County,"100,248"
40133,OK,Seminole County,"23,565"
40135,OK,Sequoyah County,"40,291"
40137,OK,Stephens County,"44,014"
40139,OK,Texas County,"20,371"
40141,OK,Tillman County,"6,869"
40143,OK,Tulsa County,"682,868"
40145,OK,Wagoner County,"89,280"
40147,OK,Washington County,"53,706"
40149,OK,Washita County,"10,736"
40151,OK,Woods County,"8,564"
40153,OK,Woodward County,"19,947"
41000,OR,Oregon,"4,233,358"
41001,OR,Baker County,"16,912"
41003,OR,Benton County,"97,713"
41005,OR,Clackamas County,"423,173"
41007,OR,Clatsop County,"41,102"
41009,OR,Columbia County,"53,880"
41011,OR,Coos County,"64,212"
41013,OR,Crook County,"26,952"
41015,OR,Curry County,"23,296"
41017,OR,Deschutes County,"208,513"
41019,OR,Douglas County,"112,435"
41021,OR,Gilliam County,"2,026"
41023,OR,Grant County,"7,215"
41025,OR,Harney County,"7,440"
41027,OR,Hood River County,"23,745"
41029,OR,Jackson County,"220,768"
41031,OR,Jefferson County,"25,454"
41033,OR,Josephine County,"87,821"
41035,OR,Klamath County,"70,003"
41037,OR,Lake County,"8,293"
41039,OR,Lane County,"381,181"
41041,OR,Lincoln County,"50,821"
41043,OR,Linn County,"131,496"
41045,OR,Malheur County,"32,044"
41047,OR,Marion County,"346,741"
41049,OR,Morrow County,"12,302"
41051,OR,Multnomah County,"789,698"
41053,OR,Polk County,"89,805"
41055,OR,Sherman County,"1,951"
